Empresa,Producto,Presentacion,Principio_activo,1,2,3,4,5,6,7,8,9,10,11,12
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE (N),Caja con 28 comprimidos de 320mg/5mg.,Valsartan/Amlodipine,,,,,1293,1293,1293,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE (N),Caja con 14 comprimidos de 320mg/10mg.,Valsartan/Amlodipine,,,,,683,683,683,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE (N),Caja con 28 comprimidos de 230mg/10mg.,Valsartan/Amlodipine,,,,,1330,1330,1330,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE HCT,Caja con 14 comprimidos de 160mg/5mg/12.5mg,Valsartan/Amlodipine/Hidroclorotiazida,,,,,549,549,549,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE HCT,Caja con 28 comprimidos de 160mg/5mg/12.5mg,Valsartan/Amlodipine/Hidroclorotiazida,,,,,1097,1097,1097,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE HCT,Caja con 14 comprimidos de 160mg/5mg/25mg,Valsartan/Amlodipine/Hidroclorotiazida,,,,,570,570,570,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE HCT,Caja con 28 comprimidos de 160mg/5mg/25mg,Valsartan/Amlodipine/Hidroclorotiazida,,,,,1139,1139,1139,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE HCT,Caja con 28 comprimidos de 160mg/10mg/12.5mg,Valsartan/Amlodipine/Hidroclorotiazida,,,,,1145,1145,1145,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE HCT,Caja con 28 comprimidos de 320mg/10mg/12.5mg,Valsartan/Amlodipine/Hidroclorotiazida,,,,,1410,1410,1410,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXJADE ,Caja con 28 Tabletas de 125 mg.,Deferasirox,,4604,4604,4604,4604,4604,4776.65,4988.072727,5076,5076,5076,5076
"Novartis Farmaceutica, S.A. de C.V.",EXJADE ,Caja con 28 Tabletas de 250 mg.,Deferasirox,,9210,9210,9210,9210,9210,9555.375,9978.181818,10154,10154,10154,10154
"Novartis Farmaceutica, S.A. de C.V.",EXJADE ,Caja con 28 Tabletas de 500 mg.,Deferasirox,,18420,18420,18420,18420,18420,19110.75,19956.36364,20308,20308,20308,20308
"Novartis Farmaceutica, S.A. de C.V.",GALVUS,Caja con 28 tabletas con 50 mg.,Vidagliptina,,,810,434.85,473.3333333,482,484.4166667,511,511,511,511,507.6666667
"Novartis Farmaceutica, S.A. de C.V.",GALVUS,Caja con 14 tabletas con 100 mg.,Vidagliptina,,,422.9,425,425,,,,,,,
"Novartis Farmaceutica, S.A. de C.V.",GALVUS,Caja con 28 tabletas con 100 mg.,Vidagliptina,,,805.9,810,810,,,,,,,
"Novartis Farmaceutica, S.A. de C.V.",GALVUS ,Caja con 56 tabletas con 50 mg.,Vidagliptina,,,,853.0666667,947.25,965,969.8333333,1023,1023,1023,1023,1001.666667
"Novartis Farmaceutica, S.A. de C.V.",GALVUS MET,Caja con 60 tabletas con 50mg/500mg.,Vidagliptina/Metformina clorhidrato de,,,,994,1051.75,1093,1111.333333,1173.047273,1193.92,1193.92,1193.92,1185.973333
"Novartis Farmaceutica, S.A. de C.V.",GALVUS MET,Caja con 60 tabletas con 50mg/850mg.,Vidagliptina/Metformina clorhidrato de,,,,994,1051.75,1093,1111.333333,1173.047273,1193.92,1193.92,1193.92,1185.973333
"Novartis Farmaceutica, S.A. de C.V.",GALVUS MET,Caja con 60 tabletas con 50mg/1000mg.,Vidagliptina/Metformina clorhidrato de,,,,994,1051.75,1093,1111.333333,1173.047273,1193.92,1193.92,1193.92,1185.973333
"Novartis Farmaceutica, S.A. de C.V.",GALVUS MET,Caja con 30 tabletas con 50mg/500mg.,Vidagliptina/Metformina clorhidrato de,,,,497,526.1666667,547,556.3333333,587.5454545,598,598,598,598
"Novartis Farmaceutica, S.A. de C.V.",GALVUS MET,Caja con 30 tabletas con 50mg/850mg.,Vidagliptina/Metformina clorhidrato de,,,,497,526.1666667,547,556.3333333,587.5454545,598,598,598,598
"Novartis Farmaceutica, S.A. de C.V.",GALVUS MET,Caja con 30 tabletas con 50mg/1000mg.,Vidagliptina/Metformina clorhidrato de,,,,497,526.1666667,547,556.3333333,587.5454545,598,598,598,598
"Novartis Farmaceutica, S.A. de C.V.",GLIVEC,Caja con 10 tabletas de 400 mg,Imatinib mesilato de,9804.5,11370.25,12404,12404,12404,12404,12869.15,13438.34545,13675,13675,13675,13675
"Novartis Farmaceutica, S.A. de C.V.",GLIVEC,Caja con 30 tabletas de 400 mg,Imatinib mesilato de,,37212,37212,37212,37212,37212,38607.45,40315.67273,41026,41026,41026,41026
"Novartis Farmaceutica, S.A. de C.V.",GLIVEC,Caja con 60 tabletas de 100 mg,Imatinib mesilato de,15440,15440,15440,15440,15440,15440,16019,16728.09091,17023,17023,17023,17023
"Novartis Farmaceutica, S.A. de C.V.",GLIVEC,Caja con 60 c†psulas de 100 mg.,Imatinib mesilato de,15402.5,15440,15440,15440,15440,15440,16019,16728.09091,17023,17023,17023,17023
"Novartis Farmaceutica, S.A. de C.V.",JAKAVI,Caja con 60 tabletas de 5mg,Ruxolitinib,,,,,,,,,46250,46250,46250,46250
"Novartis Farmaceutica, S.A. de C.V.",JAKAVI,Frasco con 60 tabletas de 5mg,Ruxolitinib,,,,,,,,,46250,46250,46250,46250
"Novartis Farmaceutica, S.A. de C.V.",JAKAVI,Caja con 60 tabletas de 15mg,Ruxolitinib,,,,,,,,,92500,92500,92500,92500
"Novartis Farmaceutica, S.A. de C.V.",JAKAVI,Frasco con 60 tabletas de 15mg,Ruxolitinib,,,,,,,,,92500,92500,92500,92500
"Novartis Farmaceutica, S.A. de C.V.",JAKAVI,Caja con 60 tabletas de 20mg,Ruxolitinib,,,,,,,,,92500,92500,92500,92500
"Novartis Farmaceutica, S.A. de C.V.",JAKAVI,Frasco con 60 tabletas de 20mg,Ruxolitinib,,,,,,,,,92500,92500,92500,92500
"Novartis Farmaceutica, S.A. de C.V.",LUCENTIS ,Frasco †mpula de 10mg (0.5mg/0.5ml),Ranibizumab,,,,17635,17635,19399,19496,20563,20563,20563,20563,19787
"Novartis Farmaceutica, S.A. de C.V.",ONBRIZE,Caja con 30 c†psulas de 150 mg  (para inhalaci¢n),Indacaterol,,,,,,782,785.9166667,829,829,829,829,821
"Novartis Farmaceutica, S.A. de C.V.",ONBRIZE,Caja con 30 c†psulas de 300 mg (para inhalaci¢n),Indacaterol,,,,,,782,785.9166667,829,829,829,829,821
"Novartis Farmaceutica, S.A. de C.V.",PREXIGE,Caja con 30 comprimidos de 100 mg.,Lumiracoxib,897,897,934.5,942,985.75,1098.916667,1191.166667,1224,1224,,,
"Novartis Farmaceutica, S.A. de C.V.",PREXIGE ,Caja con 10 comprimidos de 400 mg.,Lumiracoxib,538,538,538,538,544.4166667,599.3333333,654.8333333,673,673,,,
"Novartis Farmaceutica, S.A. de C.V.",PREXIGE ,Caja con 10 comprimidos de 100 mg.,Lumiracoxib,370,370,385.8333333,389,407.0833333,453.8333333,491.6666667,505,505,,,
"Novartis Farmaceutica, S.A. de C.V.",RASILLES,Caja con 14 tabletas de 150 mg,Aliskireno,,,,470,497.4166667,517,517,517,517,517,517,517
"Novartis Farmaceutica, S.A. de C.V.",RASILLES,Caja con 28 tabletas de 150 mg,Aliskireno,,,,940,994.8333333,1034,1034,1034,1034,1034,1034,1024.666667
"Novartis Farmaceutica, S.A. de C.V.",RASILLES,Caja con 56 tabletas de 150 mg,Aliskireno,,,,1880,1989.666667,2068,2068,2068,2068,2068,2068,2068
"Novartis Farmaceutica, S.A. de C.V.",RASILLES,Caja con 14 tabletas de 300 mg,Aliskireno,,,,590,624.4166667,649,649,649,649,649,649,595.6666667
"Novartis Farmaceutica, S.A. de C.V.",RASILLES,Caja con 28 tabletas de 300 mg,Aliskireno,,,,1180,1248.833333,1298,1298,1298,1298,1298,1298,1146
"Novartis Farmaceutica, S.A. de C.V.",RASILLES,Caja con 56 tabletas de 300 mg,Aliskireno,,,,2360,2497.666667,2596,2596,2596,2596,2596,2596,2596
"Novartis Farmaceutica, S.A. de C.V.",RASILLES HCT,Caja con 14 tabletas de 300mg/12.5mg,Aliskireno / Tekturna,,,,,694,694,694,694,694,694,694,626
"Novartis Farmaceutica, S.A. de C.V.",RASILLES HCT,Caja con 28 tabletas de 300 mg/12.5mg,Aliskireno / Tekturna,,,,,1338,1338,1338,1338,1338,1338,1338,1190
"Novartis Farmaceutica, S.A. de C.V.",RASILLES HCT,Caja con 14 tabletas de 150mg/12.5mg,Aliskireno / Tekturna,,,,,553,553,553,,,,,
"Novartis Farmaceutica, S.A. de C.V.",RASILLES HCT,Caja con 28 tabletas de 150mg/12.5mg,Aliskireno / Tekturna,,,,,1106,1106,1106,,,,,
"Novartis Farmaceutica, S.A. de C.V.",RASIMLOD,Caja con 14 tabletas de 300 mg/ 5mg,Aliskireno / Amlodipino,,,,,,,646,646,646,646,646,646
"Novartis Farmaceutica, S.A. de C.V.",RASIMLOD,Caja con 28 tabletas de 300 mg/5mg,Aliskireno / Amlodipino,,,,,,,1292,1292,1292,1292,1292,1292
"Novartis Farmaceutica, S.A. de C.V.",RASIMLOD,Caja con 28 tabletas de 300 mg/10mg,Aliskireno / Amlodipino,,,,,,,1292,1292,1292,1292,1292,1292
"Novartis Farmaceutica, S.A. de C.V.",SEEBRI,Caja con 30 c·psulas de 50 mcg en envase de burbuja.,Bromuro de Glicopirronio,,,,,,,,,,,838,838
"Novartis Farmaceutica, S.A. de C.V.",SIGNIFOR,Cja con 60 ampolletas de 0.9 mg,Pasireotida,,,,,,,,,106375,106375,106375,106375
"Novartis Farmaceutica, S.A. de C.V.",SIGNIFOR,Cja con 30 ampolletas de 0.9 mg,Pasireotida,,,,,,,,,53188,53188,53188,53188
"Novartis Farmaceutica, S.A. de C.V.",SIGNIFOR,Cja con 60 ampolletas de 0.6 mg,Pasireotida,,,,,,,,,92500,92500,92500,92500
"Novartis Farmaceutica, S.A. de C.V.",SIGNIFOR,Cja con 30 ampolletas de 0.6 mg,Pasireotida,,,,,,,,,46250,46250,46250,46250
"Novartis Farmaceutica, S.A. de C.V.",SIGNIFOR,Cja con 60 ampolletas de 0.3 mg,Pasireotida,,,,,,,,,78625,78625,78625,78625
"Novartis Farmaceutica, S.A. de C.V.",SIGNIFOR,Cja con 30 ampolletas de 0.3 mg,Pasireotida,,,,,,,,,39313,39313,39313,39313
"Novartis Farmaceutica, S.A. de C.V.",TASIGNA,Caja con 28 tabletas de 150 mg,Nilotinib,,,,,,,,13186,13186,13186,13186,13186
"Novartis Farmaceutica, S.A. de C.V.",TASIGNA,Caja con 112 tabletas de 150 mg,Nilotinib,,,,,,,,56511,56511,56511,56511,56511
"Novartis Farmaceutica, S.A. de C.V.",TASIGNA,Caja con 120 tabletas de 150 mg,Nilotinib,,,,,,,,56511,56511,56511,56511,56511
"Novartis Farmaceutica, S.A. de C.V.",TASIGNA,Caja con 112 c†psulas de 200 mg.,Nilotinib,,,,,71760,71760,74451,77745.18182,79115,79115,79115,79115
"Novartis Farmaceutica, S.A. de C.V.",TASIGNA,Caja con 28 c†psulas de 200 mg.,Nilotinib,,,,,17940,17940,18612.75,19436.45455,19779,19779,19779,19779
"Novartis Farmaceutica, S.A. de C.V.",ULTIBRO,"Caja con 30 c·psulas con polvo pata inhalaciÛn (no ingeribles), un dispositivo para inhalaciÛn.",Maleato de Indacaterol,,,,,,,,,,,1260,1260
"Novartis Farmaceutica, S.A. de C.V.",ZELMAC,Caja con 30 comprimidos de 6 mg.,Tegaserod maleato hidrogenado,678.8333333,681,750.1666667,1203.666667,1370.833333,1302.5,1201,1138,,,,
"Novartis Farmaceutica, S.A. de C.V.",ZELMAC ,Caja con 60 comprimidos de 6 mg.,Tegaserod maleato hidrogenado,1235,1235,1243.25,2311.333333,2741.666667,2604.583333,2400.5,2274,,,,
"Novartis Farmaceutica, S.A. de C.V.",ZYKADIA,Caja con 150 c·psulas en envase de burbuja con 150 mg.,Certinib,,,,,,,,,,,105000,105000
"Novo Nordisk MÇxico, S.A. de C.V.",RYZODEG,Caja con 5 plumas inyectoras prellenadas de 3ml (7 0U-30U/ ml),Insulina Degludec/Insulina Aspartica,,,,,,,,,,2107,2350.6425,3070.318333
"Novo Nordisk MÇxico, S.A. de C.V.",RYZODEG,Caja con 1 pluma inyectora prellenada de 3ml (70U-30U/ ml) y 7 agujas Novo Twist,Insulina Degludec/Insulina Aspartica,,,,,,,,,,441,483.6041667,614.0641667
"Novo Nordisk MÇxico, S.A. de C.V.",TRESIBA,Caja con 1 pluma inyectora prellenada de 3ml (100 U / ml),Insulina Degludec (ADN recombinante),,,,,,,,,483.133,509.5818182,591.8733333,720.815
"Novo Nordisk MÇxico, S.A. de C.V.",TRESIBA,Caja con 5 plumas inyectoras prellenadas de 3ml (100 U / ml),Insulina Degludec (ADN recombinante),,,,,,,,,2415.651,2454.19,2796.0525,3604.0725
"Novo Nordisk MÇxico, S.A. de C.V.",VICTOZA,Caja con 2 plumas prellenadas de 3ml (6mg / ml),Liraglutide,,,,,,2355.9,2355.9,2355.9,2355.9,2484.409091,2880.885833,7171.155
"Novo Nordisk MÈxico, S.A de C.V",SAXENDA,Caja con 3 plumas precargadas con 3 ml con 18 mg de Liraglutida (6mg/ml),Liraglutida,,,,,,,,,,,4985.8,5842.6825
"Novo Nordisk MÈxico, S.A de C.V",TRESIBA,Caja con 1 pluma inyectora prellenada que contiene un cartucho con 3 ml (200 U/ml),Insulina Degludec,,,,,,,,,,,1156.534444,1232.69
"Novo Nordisk MÈxico, S.A de C.V",VICTOZA,Caja con 1 pluma prellenada 3 ml. Cada pluma libera 30 dosis con 0.6 mg/ml ,Liraglutida,,,,,,,,,,,1592.882222,3613.015
"Pfizer, S.A. de C.V.",BLAXITEC,Caja con 10 capsulas de 20 mg,Bilastina,,,,,,,,,334.49,334.49,334.49,334.49
"Pfizer, S.A. de C.V.",BLAXITEC,Caja con 20 capsulas de 20 mg,Bilastina,,,,,,,,,531.44,531.44,531.44,531.44
"Pfizer, S.A. de C.V.",BOSULIF,Caja en envase de burbuja con 28 tabletas 100 mg,Bosutinib,,,,,,,,,,,9707.13,9707.13
"Pfizer, S.A. de C.V.",BOSULIF,Caja en envase de burbuja con 28 tabletas 500 mg,Bosutinib,,,,,,,,,,,48535.67,48535.67
"Pfizer, S.A. de C.V.",CADUET,Caja con 10 Tabletas de 5 mg/40 mg.,Amlodipina / Atorvastatina,512.92,536.4325,589.2616667,638.1175,665.9808333,691.9175,479.0233333,523.6127273,614.3733333,657.1709091,680.98,708.22
"Pfizer, S.A. de C.V.",CADUET,Caja con 10 Tabletas de 5 mg/20 mg.,Amlodipina / Atorvastatina,512.9,536.4125,589.2583333,638.1158333,665.9608333,691.8975,479.0233333,523.6127273,614.3733333,657.1709091,680.98,708.22
"Pfizer, S.A. de C.V.",CADUET,Caja con 30 Tabletas de 5 mg/10 mg.,Amlodipina / Atorvastatina,1015.68,1062.228333,1166.91,1263.684167,1318.784167,1370.1475,770.5841667,842.3145455,988.3133333,1057.160909,1095.47,1139.29
"Pfizer, S.A. de C.V.",CADUET,Caja con 30 Tabletas de 5 mg/40 mg.,Amlodipina / Atorvastatina,1538.75,1609.278333,1767.881667,1914.385,1997.944167,2075.753333,1230.104167,1333.022727,1564.08,1673.041818,1733.66,1803
"Pfizer, S.A. de C.V.",CADUET,Caja con 30 Tabletas de 5 mg/20 mg.,Amlodipina / Atorvastatina,1538.71,1609.238333,1767.808333,1914.364167,1997.894167,2075.7125,1229.083333,1320.327273,1549.183333,1657.103636,1717.14,1785.83
"Pfizer, S.A. de C.V.",CADUET,Caja con 10 Tabletas de 5 mg/10 mg.,Amlodipina / Atorvastatina,338.56,354.0791667,388.9816667,421.2033333,439.6,456.7225,299.6683333,330.3809091,382.54,383.9318182,397.85,397.85
"Pfizer, S.A. de C.V.",CADUET ,Caja con 10 tabletas de 5 mg/80 mg.,Amlodipina / Atorvastatina,512.92,536.4325,589.2616667,622.5216667,628.26,,479.0233333,505.24,,,,
"Pfizer, S.A. de C.V.",CADUET ,Caja con 30 tabletas de 5 mg/80 mg.,Amlodipina / Atorvastatina,1538.75,1609.32,1767.835,1866.1,,,,,,,,
"Pfizer, S.A. de C.V.",CELEBREX,20 c†psulas de 200 mg,Celecoxib,703.4866667,776.72,837.0183333,884.1058333,930.37,964.4791667,1049.705833,1123.563636,1206.38,1256.23,,
"Pfizer, S.A. de C.V.",CELEBREX,30 c†psulas de 200 mg,Celecoxib,915.4058333,1010.7,1089.191667,1150.42,1210.64,1255.034167,1334.303333,1400.671818,1492.08,1553.08,,
"Pfizer, S.A. de C.V.",CELEBREX,10 c†psulas de 200 mg,Celecoxib,366.1658333,404.2883333,435.695,460.1716667,484.26,493.1425,523.6933333,560.54,601.8533333,626.72,,
"Pfizer, S.A. de C.V.",CELEBREX,Caja c/20 c†psulas de 100 mg,Celecoxib ,388.09,399.4066667,383.7983333,346.5,,,,,,,,
"Pfizer, S.A. de C.V.",CHAMPIX,Caja con 56 tabletas de 1 mg,Tartrato de Vareniclina,,,,,,,,2259.83,2259.83,2268.047273,2350.22,2491.24
"Pfizer, S.A. de C.V.",CHAMPIX,Caja c/11 tabletas de 0.5mg + 14 tabs de 1 mg,Tartrato de Vareniclina,,676.2,693.1,745.7966667,843.9766667,924.2091667,933.825,976.45,,,,
"Pfizer, S.A. de C.V.",CHAMPIX ,Caja c/11 tabletas de 0.5mg y 42 tabs de 1 mg,Tartrato de Vareniclina,,,,,,,,2259.83,2259.83,2268.047273,2350.22,2491.24
"Pfizer, S.A. de C.V.",CHAMPIX ,Caja con 28 tabletas de 1 mg,Tartrato de Vareniclina,,676.2,693.1,745.7966667,843.9766667,924.2091667,933.825,976.45,,,,
"Pfizer, S.A. de C.V.",CONBRIZA,Caja c/28 tabletas de 20mg,Bazedoxifeno,,,,,,,,,,1200,,
"Pfizer, S.A. de C.V.",DYNASTAT,Caja con 2 viales de 40 mg. c/u,Parecoxib,,,,,,,,,557.59,560.1245455,585.47,627.16
"Pfizer, S.A. de C.V.",EQUALTHA,Frasco †mpula de 100mg y ampolleta de 30ml,Anidulafungina,,,,,3052.49,3052.49,3215.794167,3333.32,3333.32,,,
"Pfizer, S.A. de C.V.",FACTIVE-5 ,5 Tabletas de 320 mg.,Gemifloxacino,,531,544.3,583.2833333,632.6258333,675.0108333,735.6458333,796.7990909,860.83,860.83,860.83,860.83
"Pfizer, S.A. de C.V.",FACTIVE-5  ,3 Tabletas de 320 mg.,Gemifloxacino,,,,,381.728,405.0158333,441.4341667,482.2090909,520.95,520.95,520.95,520.95
"Pfizer, S.A. de C.V.",GEODON,2 ampulas 20 mg. I.M.,"Ziprazidona, Mesilato trihidratado de",581.755,593.53,490.5591667,418.39,433.68,433.68,555.71,555.71,555.71,555.71,,
"Pfizer, S.A. de C.V.",GEODON,28 c†psulas de 40 mg,"Ziprazidona, Clorhidrato monohidratado de",1197.9125,1338.725,1373.1,1378.820833,1483.8025,1569.353333,1507.0275,1702.517273,1829.32,,,
"Pfizer, S.A. de C.V.",GEODON,28 c†psulas de 60 mg,"Ziprazidona, Clorhidrato monohidratado de",1197.91,1338.725,1373.1,1378.820833,1483.8025,1569.353333,1666.154167,1758.048182,1829.32,,,
"Pfizer, S.A. de C.V.",GEODON,28 c†psulas de 80 mg,"Ziprazidona, Clorhidrato monohidratado de",1197.91,1338.725,1373.1,1378.820833,1483.8025,1569.353333,1666.154167,1758.048182,1829.32,,,
"Pfizer, S.A. de C.V.",GEODON,14 c†psulas de 40 mg,"Ziprazidona, Clorhidrato monohidratado de",605.2675,679.0333333,696.495,699.3991667,752.6225,796.0108333,885.755,1002.296364,1082.62,,,
"Pfizer, S.A. de C.V.",GEODON,14 c†psulas de 60 mg,"Ziprazidona, Clorhidrato monohidratado de",605.2675,679.0333333,696.495,699.3991667,752.6225,796.0108333,977.5633333,1040.434545,1082.62,,,
"Pfizer, S.A. de C.V.",GEODON,14 c†psulas de 80 mg,"Ziprazidona, Clorhidrato monohidratado de",605.2675,679.0333333,696.495,699.3991667,752.6225,796.0108333,977.5633333,1040.434545,1082.62,,,
"Pfizer, S.A. de C.V.",GEODON,56 c†psulas de 40 mg,"Ziprazidona, Clorhidrato monohidratado de",2403.77,2696.729167,2765.995,2766,,,,,,,,
"Pfizer, S.A. de C.V.",GEODON,56 c†psulas de 60 mg,"Ziprazidona, Clorhidrato monohidratado de",2402.936667,2696.729167,2765.995,2766,,,,,,,,
"Pfizer, S.A. de C.V.",GEODON,56 c†psulas de 80 mg,"Ziprazidona, Clorhidrato monohidratado de",2403.77,2519.366667,2461.97,2462,,,,,,,,
"Pfizer, S.A. de C.V.",INLYTA,Frasco con 60 tabletas de 5 mg,Axitinib,,,,,,,,,,107923.12,107923.12,111160.82
"Pfizer, S.A. de C.V.",INLYTA,Frasco con 180 tabletas de 1 mg,Axitinib,,,,,,,,,,64753.87,64753.87,66696.49
"Pfizer, S.A. de C.V.",LIPITOR,10 tabletas de 20 mg,Atorvastatina Calcica trihidratada,464.0408333,495.7825,524.5166667,535.2341667,561.1333333,579.5908333,580.54,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,20 tabletas de 10 mg,Atorvastatina Calcica trihidratada,542.5383333,579.6525,613.2383333,658.2041667,708.9308333,752.0141667,755.01,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,30 tabletas de 10 mg,Atorvastatina Calcica trihidratada,729.3641667,779.2583333,824.4383333,870.83,935.0675,979.2441667,985.3,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,21 tabletas de 40 mg,Atorvastatina Calcica trihidratada,974.5075,1041.1725,1101.496667,1121.2,1144.095833,1177.8575,1183.66,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,7 tabletas de 40 mg,Atorvastatina Calcica trihidratada,324.8358333,347.0575,367.16,373.775,381.3533333,388.2225,388.69,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,30 tabletas de 80 mg,Atorvastatina Calcica trihidratada,1397.69,1487.376667,1573.588333,1641.8,1683.458333,1596.266667,1551.6,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,30 tabletas de 20 mg,Atorvastatina Calcica trihidratada,,,,1441.506,1470.959167,1546.686667,1551.66,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,15 tabletas de 20 mg,Atorvastatina Calcica trihidratada,,,,,,885.1827273,892.17,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,15 tabletas de 40 mg,Atorvastatina Calcica trihidratada,,,,,,885.1745455,892.16,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,30 tabletas de 40 mg,Atorvastatina Calcica trihidratada,,,,,,1548.927273,1551.6,,,,,
"Pfizer, S.A. de C.V.",LIPITOR,15 tabletas de 80 mg,Atorvastatina Calcica trihidratada,,,,,,885.1827273,892.17,,,,,
"Pfizer, S.A. de C.V.",LYRICA,14 c†psulas de 300 mg,Pregabalina,390.6216667,416.7991667,442.51,466.2591667,504.1958333,530.155,582.1358333,630.8445455,669.58,,,
"Pfizer, S.A. de C.V.",LYRICA,28 c†psulas de 300 mg,Pregabalina,781.2533333,833.5991667,885.02,930.89,989.3725,1021.9075,989.6358333,1047.34,1103.77,,,
"Pfizer, S.A. de C.V.",LYRICA,14 c†psulas de 150 mg,Pregabalina,307.3791667,327.9733333,348.18,369.79,400.595,421.2158333,462.5291667,501.2254545,532,,,
"Pfizer, S.A. de C.V.",LYRICA,28 c†psulas de 75 mg,Pregabalina,614.7541667,655.9466667,696.36,732.4783333,778.5208333,804.1241667,801.4158333,848.1545455,893.85,,,
"Pfizer, S.A. de C.V.",LYRICA,28 c†psulas de 150 mg,Pregabalina,614.7541667,655.9466667,696.36,732.4783333,778.5208333,804.1241667,784.535,830.2818182,875.02,,,
"Pfizer, S.A. de C.V.",LYRICA,14 c†psulas de 75 mg,Pregabalina,307.3791667,327.9733333,348.18,375.8191667,408.3025,429.3291667,471.4258333,510.8636364,542.23,,,
"Pfizer, S.A. de C.V.",NEUMEGA,1 vial 5 mg.,Oprelvekina,2305.375,2330.5,2330.5,2330.5,2330.5,2330.5,,,,,,
"Pfizer, S.A. de C.V.",PATREX,Caja con 1 tableta de 50 mg,Sildenafil,,171.628,173.3966667,184.575,201.8366667,219.735,221.1,,,,,
"Pfizer, S.A. de C.V.",PATREX,Caja con 4 tabletas de 100 mg,Sildenafil,,756.9,766.6,823.1083333,890.8266667,920.1241667,921.63,,,,,
"Pfizer, S.A. de C.V.",PATREX,Caja con 1 tableta de 100 mg,Sildenafil,,198.3,198.3,209.05,222.6566667,229.9741667,230.35,,,,,
"Pfizer, S.A. de C.V.",PATREX,Caja con 4 tabletas de 50 mg,Sildenafil,,654.746,677.0716667,721.5333333,780.7916667,834.015,835.38,,,,,
"Pfizer, S.A. de C.V.",PRISTIQ,Caja con 14 tabletas de 100 mg,Desvenlafaxina,,,,,634.2,612.255,668.9783333,724.1918182,800.7966667,858.1354545,904.69,1006.38
"Pfizer, S.A. de C.V.",PRISTIQ,Caja con 14 tabletas de 50 mg,Desvenlafaxina,,,,,634.2,605.0533333,669.9225,725.2081818,801.9216667,859.3418182,905.96,1007.79
"Pfizer, S.A. de C.V.",PRISTIQ,Caja con 28 tabletas de 100 mg,Desvenlafaxina,,,,,1268.4,1153.9325,1137.168333,1224.741818,1373.613333,1471.965455,1551.82,1726.25
"Pfizer, S.A. de C.V.",PRISTIQ,Caja con 28 tabletas de 50 mg,Desvenlafaxina,,,,,1268.4,1139.529167,1138.070833,1225.704545,1374.706667,1473.131818,1553.05,1727.62
"Pfizer, S.A. de C.V.",PRISTIQ,Caja con 7 tabletas de 50 mg,Desvenlafaxina,,,,,317.1,303.0275,303.33,,,,,
"Pfizer, S.A. de C.V.",RELPAX,Caja con 2 tabletas de 80 mg,Eletriptan,363.85,363.85,338.2708333,322.1333333,355.68,362.88,362.88,,,,,
"Pfizer, S.A. de C.V.",RELPAX,Caja con 2 tabletas de 40 mg,Eletriptan,241.8008333,273.2333333,280.9,282.7725,312.2191667,341.8966667,344.02,,,,,
"Pfizer, S.A. de C.V.",REVATHIO,Caja con 90 tabletas de 20 mg.,Sildenafil,,,,,,7959.63,7959.63,,,,,
"Pfizer, S.A. de C.V.",SUTENT-28,Caja con 28 capsulas de 12.5 mg,Sunitinib,,18548.82,18548.845,18734.33583,21380.60583,22613.23833,22761.57417,23593.44,23750.73,24537.18,24537.18,24537.18
"Pfizer, S.A. de C.V.",SUTENT-28,Caja con 28 capsulas de 25 mg,Sunitinib,,37097.65,37097.65,37468.62667,42761.2275,45226.4875,45523.1575,47186.88,47501.46,49074.36,49074.36,49074.36
"Pfizer, S.A. de C.V.",SUTENT-28,Caja con 28 capsulas de 50 mg,Sunitinib,,74195.29,74195.29833,74937.25167,85522.435,90452.96417,91046.30583,94373.76,95002.91833,98148.71,98148.71,98148.71
"Pfizer, S.A. de C.V.",TORISEL,Caja con 1 frasco ampula de 25mg,Temsirolimus,,,,,,23798,23877.32667,24749.92,24749.92,24749.92,24749.92,24749.92
"Pfizer, S.A. de C.V.",TYGACIL,1 frasco †mpula de 50 mg. Sol. Iny.,Tigeciclina,,830,830,825.6666667,830,919.1316667,1014.35,1051.42,,,,
"Pfizer, S.A. de C.V.",VFEND,Caja con 14 tabletas de 200 mg,Voriconazole,5880.706667,5998.496667,6195.195,6246.824167,7013.449167,7417.788333,7441.64,,,,,
